MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,GM_PERCENT,EBITDA_PERCENT,VARIANCE_PERCENT,REVENUE_BUCKET,VARIANCE_BUCKET,EBITDA_STATUS
2023-12-01,Pune,Kirby-Olson,Active,West,11368,4522713.1,938194.35,3671866.46,1676670.61,1856501.64,485987.22,27764.18,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,50.56016225600971,13.235427412575346,1.6559114136318043,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-01-01,Pune,Kirby-Olson,Active,West,10231,3882023.81,725130.59,3295388.87,1299154.74,1877171.86,385154.21,19000.48,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,56.96359167469058,11.687671021356579,1.4625263192281468,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-02-01,Pune,Kirby-Olson,Active,West,10855,3356934.62,682686.74,2737660.34,1211594.57,1387018.81,-55102.56,18303.27,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,50.664386291251894,-2.012761013296485,1.5106761331886787,INR 25 to 35 lacs,Var <2%,Loss Making
2024-03-01,Pune,Kirby-Olson,Active,West,13476,6117490.32,1432736.87,4796771.27,1467073.33,3185942.91,1820563.42,23790.68,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,66.4184871587592,37.95393437636229,1.6216421847161517,Above INR 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,Smith Ltd,Active,West,10235,3612237.54,927224.8,2807690.27,807517.54,1948587.38,734935.46,11095.74,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,69.40179266995857,26.175802504027622,1.3740556025569424,INR 25 to 35 lacs,Var <2%,High Profit
2023-11-01,Bangalore,Smith Ltd,Active,West,13838,5326447.15,1544945.77,3825607.46,1604873.34,2149868.93,816706.08,14944.12,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,56.196798873870875,21.348402535789702,0.9311713035248004,INR 35 to 45 lacs,Var <2%,High Profit
2023-12-01,Bangalore,Smith Ltd,Active,West,8340,3619032.87,1064746.14,2618768.5,1198075.22,1317909.88,-174465.72,22769.1,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,50.32555875022935,-6.662128401193157,1.9004733275428232,INR 25 to 35 lacs,Var <2%,Loss Making
2024-01-01,Bangalore,Smith Ltd,Active,West,7430,3632898.62,811525.75,2901868.37,1078949.21,1700206.04,487171.91,11130.31,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,58.590046935864294,16.788215311089385,1.031587946572573,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-02-01,Bangalore,Smith Ltd,Active,West,12947,5130088.6,1123106.39,4095073.54,1958205.63,2015341.2,593785.38,18222.98,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,49.21379751338971,14.49999308193132,0.9305958332884581,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Bangalore,Smith Ltd,Active,West,12922,5012463.91,802425.77,4309231.3,1268231.6,2921200.65,1676649.49,17156.82,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,67.78936767678263,38.908319681053094,1.3528144228546268,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Hyderabad,Vazquez and Sons,Active,East,7134,2995858.26,798315.43,2293118.9,751689.34,1449830.6,49072.93,29653.6,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,63.22526930461391,2.140008091163524,3.9449275680828464,INR 15 to 25 lacs,Var 3-5%,Low Profit
2023-11-01,Hyderabad,Vazquez and Sons,Active,East,8995,3162094.47,894047.47,2377535.72,734230.99,1553827.2,261696.4,15213.33,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,65.35452598794183,11.007043881553122,2.072008701239919,INR 15 to 25 lacs,Var 2-3%,Moderate Profit
2023-12-01,Hyderabad,Vazquez and Sons,Active,East,9688,3111398.78,760057.49,2442926.98,912946.96,1444842.12,56425.66,25694.47,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,59.14389303604973,2.3097563071655953,2.8144537553419315,INR 15 to 25 lacs,Var 2-3%,Low Profit
2024-01-01,Hyderabad,Vazquez and Sons,Active,East,12989,5273037.97,1320380.59,4048958.33,1548069.23,2447792.04,1100091.92,23765.86,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,60.45485876857616,27.169751583983327,1.5351936166317317,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Hyderabad,Vazquez and Sons,Active,East,7007,2536154.53,564095.33,2059740.7,941608.89,1012146.27,-330952.86,23457.1,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,49.13949945252818,-16.0676953171824,2.491172316777935,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-03-01,Hyderabad,Vazquez and Sons,Active,East,8264,3531526.05,646924.98,2985117.1,1143030.17,1711951.72,417474.22,29460.91,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,57.34956662169132,13.985187381761339,2.5774394038960495,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-10-01,Pune,Haney Inc,Active,North,14824,5801932.3,1690240.31,4215506.37,1811258.63,2342968.05,912415.01,26405.54,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,55.57975351843674,21.644256464496813,1.457855855737179,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Pune,Haney Inc,Active,North,14507,6007826.21,1293715.53,4820791.74,1958350.64,2763835.35,1420773.45,11660.78,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,57.33156500139539,29.4717865161294,0.5954388229474575,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Pune,Haney Inc,Active,North,8660,3893940.8,650363.38,3353537.27,1589242.59,1694547.32,368825.21,16762.8,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,50.53014723167218,10.99809485642007,1.0547665979679035,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Pune,Haney Inc,Active,North,8437,2745291.9,796250.8,2060806.3,842949.63,1128231.94,-245140.89,28860.41,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,54.7471123317121,-11.895387256919781,3.423740751864379,INR 15 to 25 lacs,Var 3-5%,Loss Making
2024-02-01,Pune,Haney Inc,Active,North,8399,3706562.36,833725.62,2966346.46,1269475.99,1637745.3,388850.9,10036.24,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,55.21085692734624,13.1087485984358,0.7905813169416461,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Pune,Haney Inc,Active,North,8116,4051186.4,783181.41,3374501.45,1236327.34,2067445.86,788087.43,13480.21,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,61.26670533805816,23.35418851279498,1.090343112528758,INR 25 to 35 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,Adams LLC,Active,South,14991,7275275.56,2071406.09,5328267.81,2517247.77,2744708.57,1525786.24,10983.05,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,51.5122112452527,28.635689766502185,0.43631183751133085,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,Adams LLC,Active,South,8250,3646785.89,917535.99,2828398.66,1312047.58,1374205.31,-66167.33,17301.88,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,48.58598363216591,-2.3393919299905197,1.3186930309341374,INR 25 to 35 lacs,Var <2%,Loss Making
2023-12-01,Ahmedabad,Adams LLC,Active,South,10375,4805006.0,765957.96,4146372.64,1231410.6,2804082.24,1527345.75,26603.85,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,67.62735729415772,36.835708765433104,2.1604369817833304,INR 35 to 45 lacs,Var 2-3%,High Profit
2024-01-01,Ahmedabad,Adams LLC,Active,South,9727,4276519.5,774758.2,3563156.64,1581067.01,1856259.37,321450.81,14218.55,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,52.09592385475369,9.021517785420738,0.8993009094535468,INR 35 to 45 lacs,Var <2%,Low Profit
2024-02-01,Ahmedabad,Adams LLC,Active,South,10508,3417076.85,975454.57,2545862.26,1106893.37,1294872.31,-191137.84,20968.02,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,50.86183688507956,-7.507784022848119,1.8943125479195886,INR 25 to 35 lacs,Var <2%,Loss Making
2024-03-01,Ahmedabad,Adams LLC,Active,South,9827,4586020.38,927311.87,3790888.22,1098421.91,2572074.97,1103324.1,21742.66,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,67.84887395070699,29.104632897880595,1.97944522064386,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,12974,6104367.52,1151838.76,5026714.86,1566525.8,3338622.79,1847249.29,18969.7,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,66.41758848442022,36.7486388515779,1.2109407965065113,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,7754,3872552.14,1029563.1,2902643.11,1058659.72,1730943.62,332601.17,23385.14,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,59.63336016186985,11.458562330799255,2.208938297945255,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-12-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,11302,4001040.16,724290.56,3389515.64,1053308.02,2218855.94,818345.47,20403.61,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,65.46233077714902,24.1434339568352,1.9370981339342692,INR 25 to 35 lacs,Var <2%,High Profit
2024-01-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,13991,6894916.27,1133084.11,5905891.6,2327618.39,3512708.41,2279356.49,16661.74,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,59.47803732124037,38.59462117455729,0.7158278208997997,Above INR 45 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,13487,5544821.71,973234.93,4652324.66,2035179.77,2507526.62,1176073.03,20748.34,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,53.89835841766038,25.279255338985735,1.0194843868755634,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,"Mahoney, Dixon and Hobbs",Active,East,13127,5769700.81,1324055.72,4496626.75,1840706.17,2588256.28,1083555.11,11317.88,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,57.5599538031481,24.09706587276785,0.614866195618826,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,9318,3551312.3,894691.96,2775774.18,1140934.78,1536311.33,135200.6,25368.42,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,55.3471294988413,4.870734837658876,2.22347678804217,INR 25 to 35 lacs,Var 2-3%,Low Profit
2023-11-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,14496,4655870.77,711403.03,4054314.71,1292898.37,2651277.64,1313834.07,17392.86,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,65.39397727217876,32.4058235232558,1.3452611901738263,INR 35 to 45 lacs,Var <2%,High Profit
2023-12-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,13742,6626435.55,1981135.66,4751228.98,1541568.77,3141660.25,1844237.42,22130.24,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,66.12310758384034,38.816007979476495,1.435566186255836,Above INR 45 lacs,Var <2%,High Profit
2024-01-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,7110,2642281.88,546414.27,2189003.59,868532.45,1205353.44,-274026.77,13434.02,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,55.06402298773754,-12.518333512646274,1.5467493471314746,INR 15 to 25 lacs,Var <2%,Loss Making
2024-02-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,14254,4995237.71,1356754.37,3679105.57,1189965.22,2385767.81,1114254.28,22115.19,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,64.84640803607059,30.28600997714779,1.8584736451372923,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Hyderabad,"Henry, Spencer and Moore",Inactive,East,10650,3329531.92,955664.38,2488085.25,1059833.63,1291896.97,-165010.12,28852.05,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,51.923340247284536,-6.632012307456105,2.7223187850719555,INR 15 to 25 lacs,Var 2-3%,Loss Making
2023-10-01,Hyderabad,Martin-Arroyo,Active,North,13827,6151417.54,1295314.15,4924484.7,1892846.53,2883430.43,1740750.92,15028.6,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,58.55293712253792,35.34889488031103,0.7939682251999585,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Hyderabad,Martin-Arroyo,Active,North,13477,6285928.15,1283523.41,5088488.35,2302416.27,2711179.18,1468627.65,26239.63,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,53.2806404086589,28.861766972503734,1.1396562099519911,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Hyderabad,Martin-Arroyo,Active,North,9163,3314918.48,824845.57,2584144.22,1184493.74,1335585.15,-10824.9,12458.22,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,51.6838471964231,-0.41889689887354653,1.0517759258060748,INR 25 to 35 lacs,Var <2%,Loss Making
2024-01-01,Hyderabad,Martin-Arroyo,Active,North,10884,4582912.01,747300.21,3898190.66,1497712.74,2287746.21,856603.05,25965.46,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,58.687386265504,21.97437541446472,1.7336742424985983,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Hyderabad,Martin-Arroyo,Active,North,7244,2244420.87,529739.3,1787292.87,732790.47,1000014.3,-245388.86,18359.98,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,55.95133941310917,-13.729639060217366,2.5054883696836288,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-03-01,Hyderabad,Martin-Arroyo,Active,North,7002,2733642.1,693735.58,2106876.08,666665.13,1298717.96,-97894.17,21971.29,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,61.641876915703556,-4.646413281221552,3.295701096591028,INR 15 to 25 lacs,Var 3-5%,Loss Making
2023-10-01,Ahmedabad,"Perry, Allen and Figueroa",Inactive,West,11798,4299381.33,1018041.06,3419528.28,1374692.48,1931035.48,469555.67,26560.87,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,56.47081474056416,13.731591949284889,1.932131759388107,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-11-01,Ahmedabad,"Perry, Allen and Figueroa",Inactive,West,12285,5458198.9,823583.44,4687267.27,1481917.54,3140594.55,1764936.11,13402.61,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,67.00267702037823,37.653839824670385,0.9044099714212168,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,"Perry, Allen and Figueroa",Inactive,West,9913,4093710.47,822346.67,3377578.39,1315413.81,2011000.09,667253.02,25097.45,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,59.53970146048927,19.755367395040683,1.9079509283850378,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Ahmedabad,"Perry, Allen and Figueroa",Inactive,West,7216,3281327.92,716453.2,2688756.95,998520.85,1572255.01,300434.42,12367.08,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,58.47516303026199,11.173729183666078,1.2385399864209146,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-02-01,Ahmedabad,"Perry, Allen and Figueroa",Inactive,West,9208,3290314.13,674658.1,2673002.38,802837.73,1792908.88,430870.05,26922.38,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,67.07472067421054,16.119329081929212,3.3534024366293798,INR 25 to 35 lacs,Var 3-5%,Moderate Profit
2024-03-01,Ahmedabad,"Perry, Allen and Figueroa",Inactive,West,7908,3375279.82,1004809.51,2463103.14,951619.75,1362313.44,-35813.6,26493.62,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,55.30882640992451,-1.4540032619178098,2.7840552909920167,INR 15 to 25 lacs,Var 2-3%,Loss Making
2023-10-01,Bangalore,Horne LLC,Active,South,12621,5061091.79,782315.64,4358395.76,1910390.46,2321676.78,1060177.57,20264.4,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,53.26906751579622,24.32494955437457,1.0607465030996859,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Bangalore,Horne LLC,Active,South,13104,5113414.8,1465667.47,3709354.04,1224901.96,2341399.15,1015851.83,27604.96,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,63.12147950158998,27.38621924587171,2.253646487756457,INR 35 to 45 lacs,Var 2-3%,High Profit
2023-12-01,Bangalore,Horne LLC,Active,South,11255,4261032.17,1253869.95,3129110.63,1208809.32,1792640.63,428164.87,19943.08,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,57.28914193104128,13.683276835757002,1.6498118992001154,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Bangalore,Horne LLC,Active,South,11649,5401210.78,1329389.86,4134533.96,1303552.3,2747630.42,1526111.29,10955.99,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,66.45562587179717,36.911325551187396,0.8404718399100672,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Bangalore,Horne LLC,Active,South,12704,4847554.02,809986.48,4133215.85,1858919.87,2222731.65,654756.83,25838.13,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,53.77729425865818,15.841341312963367,1.3899539413713404,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Bangalore,Horne LLC,Active,South,12579,4381479.54,1021892.64,3449797.25,1169000.42,2167343.34,898983.85,22502.92,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,62.825238207839604,26.059034338902087,1.92497107913785,INR 25 to 35 lacs,Var <2%,High Profit
2023-10-01,Hyderabad,Jenkins Ltd,Active,North,11959,4774557.75,1210324.86,3681162.53,1411414.58,2199809.87,933387.18,10895.03,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,59.75856409686969,25.355772052803115,0.771922733007335,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Hyderabad,Jenkins Ltd,Active,North,9570,3955403.5,1161294.77,2886289.29,1286644.4,1485177.66,-131446.3,18896.11,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,51.45629944807092,-4.5541623445514015,1.4686350012482081,INR 25 to 35 lacs,Var <2%,Loss Making
2023-12-01,Hyderabad,Jenkins Ltd,Active,North,11597,5571768.5,1567659.16,4069779.1,1593453.45,2412429.66,1133829.68,22324.49,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,59.276673272021085,27.859735188084283,1.401013001038719,INR 35 to 45 lacs,Var <2%,High Profit
2024-01-01,Hyderabad,Jenkins Ltd,Active,North,10665,4185717.69,674527.29,3607253.21,1674821.89,1868655.03,501853.15,21216.25,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,51.80271306765294,13.91233497578619,1.2667764928723257,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-02-01,Hyderabad,Jenkins Ltd,Active,North,7615,3619289.1,652370.64,3051426.85,1193318.51,1766183.42,401243.82,15959.6,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,57.880575442927615,13.149383541670023,1.337413261108302,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Hyderabad,Jenkins Ltd,Active,North,7048,2365677.81,704894.3,1788279.82,601578.49,1078697.48,-224625.79,11085.42,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,60.320396614440355,-12.56099786441699,1.8427221358928576,INR 15 to 25 lacs,Var <2%,Loss Making
2023-10-01,Ahmedabad,"Hansen, Delgado and Bennett",Inactive,East,8878,3566125.65,619103.58,3009050.58,1030710.66,1876593.82,395153.62,24511.36,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,62.36498091700406,13.132169416706846,2.37810289067933,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-11-01,Ahmedabad,"Hansen, Delgado and Bennett",Inactive,East,7303,2431354.56,418924.54,2073515.51,839955.1,1170088.84,-228551.83,15173.64,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,56.43019472760057,-11.022431657624782,1.806482275064465,INR 15 to 25 lacs,Var <2%,Loss Making
2023-12-01,Ahmedabad,"Hansen, Delgado and Bennett",Inactive,East,7029,3410173.54,976638.77,2544338.83,1169233.95,1227219.28,-80241.21,13583.59,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,48.23332747706405,-3.1537155764745375,1.1617512474727578,INR 25 to 35 lacs,Var <2%,Loss Making
2024-01-01,Ahmedabad,"Hansen, Delgado and Bennett",Inactive,East,8018,3322415.98,789351.13,2636910.39,1252779.68,1239123.79,126565.74,29322.0,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,46.991501671772774,4.799774026450705,2.34055520440753,INR 25 to 35 lacs,Var 2-3%,Low Profit
2024-02-01,Ahmedabad,"Hansen, Delgado and Bennett",Inactive,East,10007,4346530.12,700712.32,3769978.98,1762062.77,1873445.29,591747.33,12313.5,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,49.69378609108319,15.696303166125345,0.6988116547062623,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Ahmedabad,"Hansen, Delgado and Bennett",Inactive,East,7962,2926744.53,575096.58,2428496.28,1111126.67,1209151.54,-146510.14,13132.95,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,49.79013350598998,-6.032957151575296,1.1819489491688648,INR 15 to 25 lacs,Var <2%,Loss Making
2023-10-01,Pune,"Smith, Flynn and Dawson",Active,East,10645,3777403.48,876893.23,3009977.84,1074857.31,1834099.24,586597.67,19870.18,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,60.933978171746276,19.48843816072746,1.8486342154569335,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-11-01,Pune,"Smith, Flynn and Dawson",Active,East,7633,2522819.81,703559.84,1966157.38,645718.93,1178295.09,-201087.32,26016.19,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,59.92882878989067,-10.22742747073482,4.029026994763805,INR 15 to 25 lacs,Var 3-5%,Loss Making
2023-12-01,Pune,"Smith, Flynn and Dawson",Active,East,13053,3964260.26,854958.5,3171047.11,1346253.88,1721718.17,467664.44,16108.88,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,54.294941395556876,14.747949928753975,1.196570738945614,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Pune,"Smith, Flynn and Dawson",Active,East,13349,4154942.96,880013.17,3376492.33,1253981.4,2058433.1,723032.44,16381.5,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,60.963653958603835,21.413714865450324,1.3063590895367347,INR 25 to 35 lacs,Var <2%,High Profit
2024-02-01,Pune,"Smith, Flynn and Dawson",Active,East,14501,5588410.81,1300997.27,4402897.45,1892372.21,2425914.52,1189160.38,19246.57,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,55.098138158998,27.008586811396206,1.017060486213756,INR 35 to 45 lacs,Var <2%,High Profit
